sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_nombre,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-015/2025,,1285 FE,,12,false,CVT,"$3,232.36",$517.18,"$3,749.54",180006320,19/12/2024,20.142,"$65,106.20","$10,416.99","$75,523.19"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-015/2025,,1286 FE,,12,false,CVT,$442.90,$70.86,$513.76,180006321,19/12/2024,20.142,"$8,920.89","$1,427.34","$10,348.23"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-015/2025,,1287 FE,,12,false,CVT,"$8,728.50","$1,396.56","$10,125.06",180006322,19/12/2024,20.142,"$175,809.45","$28,129.51","$203,938.96"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-015/2025,,1293 FE,,12,false,CVT,$71.03,$11.36,$82.39,180000040,09/01/2025,20.6708,"$1,468.25",$234.92,"$1,703.17"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-039/2025,,1302 FE,,1,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000368,19/12/2024,20.5125,"$9,170,184.71","$1,467,229.55","$10,637,414.27"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-039/2025,,1303 FE,,1,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180000369,12/02/2025,20.5125,"$113,658,626.93","$18,185,380.31","$131,844,007.24"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-039/2025,,1304 FE,,1,false,CVT,"$3,530.12",$564.82,"$4,094.94",180000370,19/12/2024,20.5125,"$72,411.59","$11,585.85","$83,997.44"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-039/2025,,1305 FE,,1,false,CVT,"$1,977.41",$316.39,"$2,293.80",180000371,19/12/2024,20.5125,"$40,561.62","$6,489.86","$47,051.48"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-039/2025,,1306 FE,,1,false,CVT,"$8,312.20","$1,329.95","$9,642.15",180000372,19/12/2024,20.5125,"$170,504.00","$27,280.64","$197,784.64"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-039/2025,,1307 FE,,1,false,CVT,$493.97,$79.04,$573.01,180000373,19/12/2024,20.5125,"$10,132.56","$1,621.21","$11,753.77"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-072/2025,,1316 FE,,2,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000775,12/03/2025,20.3893,"$9,115,107.72","$1,458,417.24","$10,573,524.96"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1317 FE,,2,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180000776,12/03/2025,20.3893,"$112,975,982.55","$18,076,157.21","$131,052,139.76"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1318 FE,,2,false,CVT,"$3,058.39",$489.34,"$3,547.73",180000777,12/03/2025,20.3893,"$62,358.43","$9,977.35","$72,335.78"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1319 FE,,2,false,CVT,"$2,411.08",$385.77,"$2,796.85",180000778,12/03/2025,20.3893,"$49,160.23","$7,865.64","$57,025.87"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1320 FE,,2,false,CVT,"$10,839.55","$1,734.33","$12,573.88",180000779,12/03/2025,20.3893,"$221,010.84","$35,361.73","$256,372.57"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1321 FE,,2,false,CVT,"$4,571.59",$731.45,"$5,303.04",180000780,12/03/2025,20.3893,"$93,211.52","$14,913.84","$108,125.36"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2025,,1322 FE,,2,false,CVT,$517.87,$82.86,$600.73,180000782,12/03/2025,20.3893,"$10,559.01","$1,689.44","$12,248.45"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-110/2025,,1335 FE,,3,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001081,08/04/2025,19.9708,"$8,928,015.84","$1,428,482.53","$10,356,498.37"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1336 FE,,3,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180001082,08/04/2025,19.9708,"$110,657,097.22","$17,705,135.55","$128,362,232.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1337 FE,,3,false,CVT,"$3,199.64",$511.94,"$3,711.58",180001084,08/04/2025,19.9708,"$63,899.37","$10,223.90","$74,123.27"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1338 FE,,3,false,CVT,"$2,599.61",$415.94,"$3,015.55",180001085,08/04/2025,19.9708,"$51,916.29","$8,306.61","$60,222.90"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1339 FE,,3,false,CVT,"$10,220.53","$1,635.28","$11,855.81",180001088,08/04/2025,19.9708,"$204,112.16","$32,657.95","$236,770.11"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1340 FE,,3,false,CVT,"$2,890.23",$462.44,"$3,352.67",180001089,08/04/2025,19.9708,"$57,720.21","$9,235.23","$66,955.44"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-110/2025,,1341 FE,,3,false,CVT,$505.19,$80.83,$586.02,180001091,08/04/2025,19.9708,"$10,089.05","$1,614.25","$11,703.30"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-153/2025,,1353 FE,,4,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001582,09/05/2025,19.6785,"$8,797,342.10","$1,407,574.74","$10,204,916.84"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1354 FE,,4,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180001583,09/05/2025,19.6785,"$109,037,479.10","$17,445,996.66","$126,483,475.75"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1355 FE,,4,false,CVT,"$3,164.20",$506.27,"$3,670.47",180001584,09/05/2025,19.6785,"$62,266.71","$9,962.67","$72,229.38"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1356 FE,,4,false,CVT,"$2,710.72",$433.72,"$3,144.44",180001585,09/05/2025,19.6785,"$53,342.90","$8,534.86","$61,877.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1357 FE,,4,false,CVT,"$12,011.62","$1,921.86","$13,933.48",180001586,09/05/2025,19.6785,"$236,370.66","$37,819.31","$274,189.97"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1358 FE,,4,false,CVT,"$2,498.91",$399.83,"$2,898.74",180001587,09/05/2025,19.6785,"$49,174.80","$7,867.97","$57,042.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-153/2025,,1359 FE,,4,false,CVT,$656.96,$105.11,$762.07,180001588,09/05/2025,19.6785,"$12,927.99","$2,068.48","$14,996.47"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1368 FE,,5,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180002120,10/06/2025,19.1932,"$106,348,458.66","$17,015,753.39","$123,364,212.05"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-197/2025,,1369 FE,,5,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180002121,10/06/2025,19.1932,"$8,580,387.04","$1,372,861.93","$9,953,248.97"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1370 FE,,5,false,CVT,"$3,988.54",$638.17,"$4,626.71",180002122,10/06/2025,19.1932,"$76,552.85","$12,248.46","$88,801.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1371 FE,,5,false,CVT,"$2,795.72",$447.32,"$3,243.04",180002124,10/06/2025,19.1932,"$53,658.81","$8,585.41","$62,244.22"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1372 FE,,5,false,CVT,"$11,284.20","$1,805.47","$13,089.67",180002128,10/06/2025,19.1932,"$216,579.91","$34,652.79","$251,232.69"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1373 FE,,5,false,CVT,"$1,898.73",$303.80,"$2,202.53",180002129,10/06/2025,19.1932,"$36,442.70","$5,830.83","$42,273.54"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-197/2025,,1374 FE,,5,false,CVT,$646.21,$103.39,$749.60,180002130,10/06/2025,19.1932,"$12,402.84","$1,984.45","$14,387.29"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-221/2025,,1389 FE,,6,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180002610,08/07/2025,18.6652,"$8,344,342.80","$1,335,094.85","$9,679,437.65"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1390 FE,,6,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180002611,08/07/2025,18.6652,"$103,422,839.89","$16,547,654.38","$119,970,494.28"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1391 FE,,6,false,CVT,"$3,840.62",$614.50,"$4,455.12",180002612,08/07/2025,18.6652,"$71,685.94","$11,469.75","$83,155.69"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1392 FE,,6,false,CVT,"$2,776.81",$444.29,"$3,221.10",180002614,08/07/2025,18.6652,"$51,829.71","$8,292.75","$60,122.47"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1393 FE,,6,false,CVT,"$10,012.01","$1,601.92","$11,613.93",180002616,08/07/2025,18.6652,"$186,876.17","$29,900.19","$216,776.36"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1394 FE,,6,false,CVT,"$4,394.07",$703.05,"$5,097.12",180002673,08/07/2025,18.6652,"$82,016.20","$13,122.59","$95,138.79"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-221/2025,,1395 FE,,6,false,CVT,$633.30,$101.33,$734.63,180002619,08/07/2025,18.6652,"$11,820.67","$1,891.31","$13,711.98"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-269/2025,,1407 FE,,7,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180003268,12/08/2025,18.6192,"$8,323,778.34","$1,331,804.53","$9,655,582.88"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1408 FE,,7,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180003269,12/08/2025,18.6192,"$103,167,956.44","$16,506,873.03","$119,674,829.47"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1409 FE,,7,false,CVT,"$4,074.68",$651.95,"$4,726.63",180003270,12/08/2025,18.6192,"$75,867.28","$12,138.77","$88,006.05"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1410 FE,,7,false,CVT,"$2,851.08",$456.17,"$3,307.25",180003272,12/08/2025,18.6192,"$53,084.83","$8,493.57","$61,578.40"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1411 FE,,7,false,CVT,"$12,280.72","$1,964.92","$14,245.64",180003274,12/08/2025,18.6192,"$228,657.18","$36,585.15","$265,242.33"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1412 FE,,7,false,CVT,"$6,999.38","$1,119.90","$8,119.28",180003277,12/08/2025,18.6192,"$130,322.86","$20,851.66","$151,174.51"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2025,,1413 FE,,7,false,CVT,$452.78,$72.44,$525.22,180003275,12/08/2025,18.6192,"$8,430.40","$1,348.86","$9,779.27"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-305/2025,,1424 FE,,8,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180003846,12/09/2025,18.655,"$8,339,782.86","$1,334,365.26","$9,674,148.11"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1425 FE,,8,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180003847,12/09/2025,18.655,"$103,366,322.26","$16,538,611.56","$119,904,933.82"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1426 FE,,8,false,CVT,"$4,146.57",$663.45,"$4,810.02",180003858,15/09/2025,18.655,"$77,354.26","$12,376.68","$89,730.95"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1427 FE,,8,false,CVT,"$2,993.49",$478.96,"$3,472.45",180003859,15/09/2025,18.655,"$55,843.56","$8,934.97","$64,778.52"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1428 FE,,8,false,CVT,"$13,757.51","$2,201.20","$15,958.71",180003860,15/09/2025,18.655,"$256,646.35","$41,063.42","$297,709.76"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1429 FE,,8,false,CVT,"$6,818.61","$1,090.98","$7,909.59",180003861,15/09/2025,18.655,"$127,201.17","$20,352.19","$147,553.36"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-305/2025,,1430 FE,,8,false,CVT,$772.64,$123.62,$896.26,180003862,15/09/2025,18.655,"$14,413.60","$2,306.18","$16,719.78"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-341/2025,,1441 FE,,9,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180004296,09/10/2025,18.4843,"$8,263,470.83","$1,322,155.33","$9,585,626.16"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1442 FE,,9,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180004297,09/10/2025,18.4843,"$102,420,483.01","$16,387,277.28","$118,807,760.29"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1443 FE,,9,false,CVT,"$3,500.45",$560.07,"$4,060.52",180004298,09/10/2025,18.4843,"$64,703.37","$10,352.54","$75,055.91"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1444 FE,,9,false,CVT,"$2,720.45",$435.27,"$3,155.72",180004300,09/10/2025,18.4843,"$50,285.61","$8,045.70","$58,331.31"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1445 FE,,9,false,CVT,"$12,948.59","$2,071.77","$15,020.36",180004301,09/10/2025,18.4843,"$239,345.62","$38,295.30","$277,640.92"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1446 FE,,9,false,CVT,"$5,260.57",$841.69,"$6,102.26",180004302,09/10/2025,18.4843,"$97,237.95","$15,558.07","$112,796.03"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-341/2025,,1447 FE,,9,false,CVT,$595.99,$95.36,$691.35,180004303,09/10/2025,18.4843,"$11,016.46","$1,762.63","$12,779.09"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1462 FE,,10,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180004999,12/11/2025,18.6233,"$103,190,674.31","$16,510,507.89","$119,701,182.20"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1463 FE,,10,false,CVT,"$3,299.97",$528.00,"$3,827.97",180005002,12/11/2025,18.6233,"$61,456.33","$9,833.01","$71,289.34"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1464 FE,,10,false,CVT,"$2,735.10",$437.62,"$3,172.72",180005003,12/11/2025,18.6233,"$50,936.59","$8,149.85","$59,086.44"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1465 FE,,10,false,CVT,"$12,074.46","$1,931.91","$14,006.37",180005004,12/11/2025,18.6233,"$224,866.29","$35,978.61","$260,844.90"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1466 FE,,10,false,CVT,"$4,616.45",$738.63,"$5,355.08",180005005,12/11/2025,18.6233,"$85,973.53","$13,755.77","$99,729.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-374/2025,,1467 FE,,10,false,CVT,$453.01,$72.48,$525.49,180005007,12/11/2025,18.6233,"$8,436.54","$1,349.85","$9,786.39"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-374/2025,,1468 FE,,10,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180005001,12/11/2025,18.6233,"$8,325,611.26","$1,332,097.80","$9,657,709.06"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1484 FE,,11,false,CFT,"$5,540,944.64","$886,551.14","$6,427,495.78",180005848,12/12/2025,18.194,"$100,811,946.78","$16,129,911.48","$116,941,858.26"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1485 FE,,11,false,CVT,"$3,026.72",$484.28,"$3,511.00",180005850,12/12/2025,18.194,"$55,068.14","$8,810.90","$63,879.05"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1486 FE,,11,false,CVT,"$2,746.20",$439.39,"$3,185.59",180005851,12/12/2025,18.194,"$49,964.36","$7,994.30","$57,958.66"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1487 FE,,11,false,CVT,"$9,976.92","$1,596.31","$11,573.23",180005853,12/12/2025,18.194,"$181,520.08","$29,043.21","$210,563.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1488 FE,,11,false,CVT,"$4,035.28",$645.64,"$4,680.92",180005855,12/12/2025,18.194,"$73,417.88","$11,746.86","$85,164.75"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-394/2025,,1489 FE,,11,false,CVT,$689.50,$110.32,$799.82,180005854,12/12/2025,18.194,"$12,544.76","$2,007.16","$14,551.93"
